L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
51837,443,6,0.0,1079,12,5808,15,223,219,31,0,0,0,128,128,1500,40,40,1500,1079.0,5808.0,0,0,0,0,8632000,46464000,19,3,2,0,3,8192,29200,0,0,0,0,0,0,0,Benign
51371,3389,6,0.0,1464,8,1873,7,222,222,90,0,0,0,104,104,1213,40,40,1213,1464.0,1873.0,0,0,0,0,11712000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
65016,53,17,5.126,79,1,95,1,0,0,0,0,0,0,0,0,95,79,79,95,79.0,95.0,0,0,0,0,632000,760000,2,0,0,0,0,0,0,0,0,29818,1,59,0,0,Benign
138,138,17,0.0,10763,47,0,0,0,0,0,4294686,281,0,128,128,229,229,0,229,10763.0,0.0,0,0,0,0,304000,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,Benign
51458,443,6,0.0,8030,30,6591,34,223,223,30,0,0,0,128,128,1366,40,40,1366,8030.0,6591.0,451,11,0,0,64240000,52728000,50,1,2,4,7,8192,29200,49920,195,0,0,0,0,0,Benign
61974,3389,6,0.0,1460,8,1873,7,222,222,90,0,0,0,96,96,1213,40,40,1213,1460.0,1873.0,0,0,0,0,11680000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
63068,53,17,0.0,61,1,137,1,0,0,0,0,0,0,0,0,137,61,61,137,61.0,137.0,0,0,0,0,488000,1096000,1,1,0,0,0,0,0,0,0,38923,28,60,0,0,Benign
54164,80,6,7.0,232,5,1136,4,223,222,27,4294905,62,15,127,127,1004,40,40,1004,232.0,1136.0,0,0,0,0,24000,568000,8,0,0,1,0,8192,26883,0,0,0,0,0,0,1,DDoS attacks-LOIC-HTTP
63248,53,17,0.0,74,1,154,1,0,0,0,0,0,0,0,0,154,74,74,154,74.0,154.0,0,0,0,0,592000,1232000,1,1,0,0,0,0,0,0,0,3035,28,60,0,0,Benign
56367,80,6,7.178,512,5,1147,5,219,219,27,4294926,40,40,127,127,975,40,40,975,512.0,1147.0,0,0,0,0,96000,216000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
53077,80,6,7.0,360,5,455,5,27,27,27,0,0,0,128,128,283,40,40,283,360.0,455.0,0,0,0,0,2880000,3640000,8,1,1,0,0,8192,17922,0,0,0,0,0,0,0,Benign
50653,443,6,91.178,2079,11,3985,11,219,219,27,0,0,0,128,128,1500,40,40,1500,2079.0,3985.0,82,2,0,0,16632000,31880000,15,3,1,0,3,8192,29200,20992,82,0,0,0,0,0,Benign
43534,8080,6,131.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,16384,0,0,0,0,0,0,0,0,Benign
59774,3389,6,88.0,172,4,172,4,23,22,19,0,0,0,100,100,52,40,40,52,172.0,172.0,0,0,0,0,1376000,1376000,8,0,0,0,0,8192,64000,0,0,0,0,0,0,0,Benign
50928,3389,6,0.0,1364,8,1721,7,30,30,26,0,0,0,103,103,1189,40,40,1189,1364.0,1721.0,0,0,0,0,10912000,13768000,10,3,0,1,1,16425,64000,0,0,0,0,0,0,0,Benign
59250,445,6,0.0,585,5,344,4,30,26,30,0,0,0,100,100,180,40,40,180,585.0,344.0,0,0,0,0,4680000,2752000,5,4,0,0,0,16426,8192,0,0,0,0,0,0,0,Benign
56632,53,17,0.0,50,1,119,1,0,0,0,0,0,0,0,0,119,50,50,119,50.0,119.0,0,0,0,0,400000,952000,2,0,0,0,0,0,0,0,0,62669,28,60,0,0,Benign
54553,445,6,0.0,585,5,336,4,30,26,30,0,0,0,106,106,180,40,40,180,585.0,336.0,0,0,0,0,4680000,2688000,5,4,0,0,0,64860,64860,0,0,0,0,0,0,0,Benign
51796,443,6,91.0,152,3,0,0,2,2,0,0,0,0,128,128,52,48,0,52,152.0,0.0,0,0,0,0,1216000,0,3,0,0,0,0,8192,0,0,0,0,0,0,0,0,Benign
37331,3389,6,0.0,1544,10,1873,7,222,222,90,0,0,0,102,102,1213,40,40,1213,1544.0,1873.0,0,0,0,0,12352000,14984000,12,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
51933,80,6,7.0,349,6,443,5,27,27,27,0,0,0,128,128,271,40,40,271,349.0,443.0,0,0,0,0,2792000,3544000,9,1,1,0,0,8192,17922,0,0,0,0,0,0,0,Benign
51056,80,6,7.0,232,5,1136,4,223,222,27,4294670,297,15,127,127,1004,40,40,1004,19240.0,1136.0,0,0,0,0,96000,568000,8,0,0,1,0,8192,26883,0,0,0,0,0,0,1,DDoS attacks-LOIC-HTTP
59314,53,17,0.0,68,1,167,1,0,0,0,0,0,0,0,0,167,68,68,167,68.0,167.0,0,0,0,0,544000,1336000,1,1,0,0,0,0,0,0,0,57633,1,60,0,0,Benign
57712,3389,6,0.0,1608,11,3086,8,30,30,26,0,0,0,105,105,1213,40,40,1213,1608.0,3086.0,0,0,1213,1,12864000,24688000,13,2,1,1,2,8192,64000,0,0,0,0,0,0,0,Benign
53706,53,17,0.0,74,1,90,1,0,0,0,0,0,0,0,0,90,74,74,90,74.0,90.0,0,0,0,0,592000,720000,2,0,0,0,0,0,0,0,0,41445,1,59,0,0,Benign
51135,80,6,7.0,373,5,700,5,27,27,27,0,0,0,128,128,528,40,40,528,373.0,700.0,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,Benign
51175,443,6,0.0,759,10,7009,10,223,223,27,0,0,0,128,128,1500,40,40,1500,759.0,7009.0,0,0,0,0,6072000,56072000,12,2,1,1,4,8192,29200,0,0,0,0,0,0,0,Benign
47126,4545,6,0.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
55466,443,6,0.0,1742,9,1052,10,219,219,27,0,0,0,128,128,842,40,40,842,1742.0,1052.0,0,0,0,0,13936000,8416000,15,1,1,2,0,8192,14600,0,0,0,0,0,0,0,Benign
32057,3128,6,131.0,120,2,0,0,2,2,0,0,0,0,43,43,60,60,0,60,120.0,0.0,0,0,0,0,960000,0,2,0,0,0,0,14600,0,0,0,0,0,0,0,0,Benign
49500,80,6,7.212,687,4,430,3,30,30,26,0,0,0,128,128,555,40,40,555,687.0,430.0,0,0,0,0,5496000,3440000,5,0,1,1,0,8192,8192,0,0,0,0,0,0,0,Benign
49928,443,6,91.212,1062,11,5921,10,223,223,27,4294936,31,31,128,128,1500,40,40,1500,1062.0,5921.0,0,0,0,0,264000,1480000,12,2,2,2,3,8192,29200,0,0,0,0,0,0,0,Benign
53618,22,6,92.0,3116,23,3765,21,27,27,27,0,0,0,63,63,1028,52,52,1028,3116.0,3765.0,0,0,0,0,24928000,30120000,33,7,1,2,1,26883,26847,0,0,0,0,0,0,1,SSH-Bruteforce
54780,3476,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
49779,53,17,0.0,87,1,103,1,0,0,0,0,0,0,0,0,103,87,87,103,87.0,103.0,0,0,0,0,696000,824000,2,0,0,0,0,0,0,0,0,629,1,60,0,0,Benign
50190,3389,6,0.0,1480,8,1873,7,222,222,90,0,0,0,102,102,1213,40,40,1213,1480.0,1873.0,0,0,0,0,11840000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
52782,80,6,7.178,528,5,1147,5,219,219,27,4294964,2,2,127,127,975,40,40,975,528.0,1147.0,0,0,0,0,1408000,3056000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
50369,443,6,0.0,1380,12,3134,11,27,27,27,4294951,16,16,128,128,1293,40,40,1293,1380.0,3134.0,41,1,1293,1,648000,1472000,18,1,1,1,2,8192,10240,10496,41,0,0,0,0,0,Benign
55540,53,17,5.126,79,1,107,1,0,0,0,0,0,0,128,128,107,79,79,107,158.0,107.0,0,0,0,0,1264000,856000,3,0,0,0,0,0,0,0,0,7488,28,60,0,0,Benign
46826,80,6,7.0,180,3,0,0,2,2,0,0,0,0,63,63,60,60,0,60,180.0,0.0,0,0,0,0,1440000,0,3,0,0,0,0,26883,0,0,0,0,0,0,0,1,DoS attacks-Slowloris
54172,53,17,0.0,68,1,84,1,0,0,0,0,0,0,0,0,84,68,68,84,68.0,84.0,0,0,0,0,544000,672000,2,0,0,0,0,0,0,0,0,62286,1,20,0,0,Benign
61712,53,17,5.24,74,1,202,1,0,0,0,0,0,0,0,0,202,74,74,202,74.0,202.0,0,0,0,0,592000,1616000,1,1,0,0,0,0,0,0,0,27414,1,60,0,0,Benign
56245,53,17,0.0,57,1,0,0,0,0,0,0,0,0,0,0,57,57,0,57,57.0,0.0,0,0,0,0,456000,0,1,0,0,0,0,0,0,0,0,40846,1,0,0,0,Benign
50502,53,17,5.119,73,1,89,1,0,0,0,0,0,0,0,0,89,73,73,89,73.0,89.0,0,0,0,0,584000,712000,2,0,0,0,0,0,0,0,0,10809,1,18,0,0,Benign
57479,3389,6,0.0,1460,8,1873,7,222,222,26,0,0,0,96,96,1213,40,40,1213,1460.0,1873.0,0,0,0,0,11680000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
55797,53,17,5.126,71,1,130,1,0,0,0,0,0,0,0,0,130,71,71,130,71.0,130.0,0,0,0,0,568000,1040000,1,1,0,0,0,0,0,0,0,46637,1,60,0,0,Benign
51469,23,6,77.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,15589,0,0,0,0,0,0,0,0,Benign
55744,53,17,0.0,67,1,99,1,0,0,0,0,0,0,0,0,99,67,67,99,67.0,99.0,0,0,0,0,536000,792000,2,0,0,0,0,0,0,0,0,35594,1,60,0,0,Benign
61780,445,6,0.0,707,6,550,5,30,26,30,0,0,0,95,95,185,40,40,185,707.0,550.0,0,0,0,0,5656000,4400000,6,5,0,0,0,16685,8192,0,0,0,0,0,0,0,Benign
56536,80,6,7.0,525,5,1147,5,219,219,27,4294954,12,12,127,127,975,40,40,975,525.0,1147.0,0,0,0,0,320000,704000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
52761,53,17,0.0,70,1,86,1,0,0,0,0,0,0,0,0,86,70,70,86,70.0,86.0,0,0,0,0,560000,688000,2,0,0,0,0,0,0,0,0,1044,1,14,0,0,Benign
51812,3128,6,131.0,120,2,0,0,2,2,0,0,0,0,41,41,60,60,0,60,120.0,0.0,0,0,0,0,960000,0,2,0,0,0,0,14600,0,0,0,0,0,0,0,0,Benign
22563,3389,6,0.0,2016,15,855,10,223,219,94,0,0,0,100,100,724,40,40,724,2016.0,855.0,0,0,91,1,16128000,6840000,21,1,2,1,0,8192,64000,0,0,0,0,0,0,0,Benign
56367,5355,17,0.0,162,2,0,0,0,0,0,0,0,0,1,1,81,81,0,81,162.0,0.0,0,0,0,0,1296000,0,2,0,0,0,0,0,0,0,0,28628,255,0,0,0,Benign
57959,3389,6,0.0,1556,10,1873,7,222,222,90,0,0,0,98,98,1213,40,40,1213,1556.0,1873.0,0,0,0,0,12448000,14984000,12,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
52156,3389,6,0.0,1516,9,1869,7,30,30,26,0,0,0,103,103,1213,40,40,1213,1516.0,1869.0,0,0,0,0,12128000,14952000,11,2,1,1,1,64240,64000,0,0,0,0,0,0,0,Benign
49924,53,17,0.0,71,1,87,1,0,0,0,0,0,0,0,0,87,71,71,87,71.0,87.0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,37042,1,20,0,0,Benign
51200,53,17,0.0,69,1,85,1,0,0,0,0,0,0,0,0,85,69,69,85,69.0,85.0,0,0,0,0,552000,680000,2,0,0,0,0,0,0,0,0,64305,1,4,0,0,Benign
64409,3389,6,0.0,1580,11,1873,7,222,222,26,0,0,0,99,99,1213,40,40,1213,1580.0,1873.0,0,0,0,0,12640000,14984000,13,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
56016,3389,6,0.0,1634,9,2024,9,222,222,90,0,0,0,100,100,1213,40,40,1213,1634.0,2024.0,174,1,99,1,13072000,16192000,12,3,1,1,1,8192,64000,44544,174,0,0,0,0,0,Benign
53852,3389,6,0.0,1560,10,1873,7,222,222,26,0,0,0,105,105,1213,40,40,1213,1560.0,1873.0,0,0,0,0,12480000,14984000,12,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
60912,3389,6,0.0,1504,9,1873,7,222,222,90,4294952,15,0,108,108,1213,40,40,1213,1504.0,1873.0,0,0,0,0,752000,14984000,11,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
54193,3510,6,0.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
58851,53,17,0.0,71,1,87,1,0,0,0,0,0,0,0,0,87,71,71,87,71.0,87.0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,53225,1,20,0,0,Benign
63560,53,17,5.119,62,1,107,1,0,0,0,0,0,0,128,128,107,62,62,107,124.0,107.0,0,0,0,0,992000,856000,3,0,0,0,0,0,0,0,0,56521,1,60,0,0,Benign
52559,80,6,7.0,373,5,700,5,27,27,27,0,0,0,128,128,528,40,40,528,373.0,700.0,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,Benign
62530,53,17,0.0,67,1,83,1,0,0,0,0,0,0,0,0,83,67,67,83,67.0,83.0,0,0,0,0,536000,664000,2,0,0,0,0,0,0,0,0,48176,1,7,0,0,Benign
54419,53,17,5.239,73,1,89,1,0,0,0,0,0,0,0,0,89,73,73,89,73.0,89.0,0,0,0,0,584000,712000,2,0,0,0,0,0,0,0,0,15501,1,60,0,0,Benign
59319,445,6,41.0,132,3,132,3,23,19,22,0,0,0,97,97,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16425,8192,0,0,0,0,0,0,0,Benign
52409,53,17,5.126,71,1,87,1,0,0,0,0,0,0,0,0,87,71,71,87,71.0,87.0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,51790,1,46,0,0,Benign
65301,53,17,0.0,70,1,86,1,0,0,0,0,0,0,0,0,86,70,70,86,70.0,86.0,0,0,0,0,560000,688000,2,0,0,0,0,0,0,0,0,37471,1,20,0,0,Benign
50340,443,6,0.0,1123,13,5774,16,223,219,31,0,0,0,128,128,1500,40,40,1500,1123.0,5774.0,0,0,78,1,8984000,46192000,21,3,2,0,3,8192,29200,0,0,0,0,0,0,0,Benign
52997,3389,6,0.0,1398,9,1721,7,30,30,26,0,0,0,233,233,1189,40,40,1189,1398.0,1721.0,0,0,0,0,11184000,13768000,11,3,0,1,1,8192,64000,0,0,0,0,0,0,0,Benign
58699,53,17,5.126,71,1,99,1,0,0,0,0,0,0,128,128,99,71,71,99,142.0,99.0,0,0,0,0,1136000,792000,3,0,0,0,0,0,0,0,0,3067,28,60,0,0,Benign
54147,445,6,41.0,132,3,132,3,23,19,22,0,0,0,103,103,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,8192,8192,0,0,0,0,0,0,0,Benign
57983,53,17,5.119,66,1,114,1,0,0,0,0,0,0,0,0,114,66,66,114,66.0,114.0,0,0,0,0,528000,912000,2,0,0,0,0,0,0,0,0,46128,1,60,0,0,Benign
58549,80,6,7.0,525,5,1147,5,219,219,27,4294878,88,88,127,127,975,40,40,975,525.0,1147.0,0,0,0,0,40000,96000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
61426,53,17,5.126,71,1,87,1,0,0,0,0,0,0,0,0,87,71,71,87,71.0,87.0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,51568,1,59,0,0,Benign
51929,3389,6,0.0,1600,11,1873,7,222,222,90,0,0,0,99,99,1213,40,40,1213,1600.0,1873.0,0,0,0,0,12800000,14984000,13,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
35169,3389,6,0.0,1969,13,2143,10,223,219,94,0,0,0,101,101,1219,40,40,1219,1969.0,2143.0,0,0,0,0,15752000,17144000,15,5,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
61142,53,17,5.12,69,1,141,1,0,0,0,0,0,0,0,0,141,69,69,141,69.0,141.0,0,0,0,0,552000,1128000,1,1,0,0,0,0,0,0,0,25684,28,21,0,0,Benign
56090,3389,6,0.0,1490,11,2910,8,30,30,26,0,0,0,106,106,1189,40,40,1189,1490.0,2910.0,0,0,1189,1,11920000,23280000,13,3,0,1,2,8192,64000,0,0,0,0,0,0,0,Benign
35886,8545,6,0.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,65535,0,0,0,0,0,0,0,0,Benign
49997,445,6,41.0,132,3,132,3,23,19,22,0,0,0,105,105,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16660,8192,0,0,0,0,0,0,0,Benign
50429,80,6,7.126,1137,17,1450,15,27,27,27,0,0,0,128,128,746,40,40,746,1137.0,1450.0,451,11,0,0,9096000,11600000,30,0,1,1,0,8192,42780,49920,195,0,0,0,0,0,Benign
54932,53,17,0.0,63,1,79,1,0,0,0,0,0,0,0,0,79,63,63,79,63.0,79.0,0,0,0,0,504000,632000,2,0,0,0,0,0,0,0,0,183,1,60,0,0,Benign
54830,80,6,7.0,232,5,1136,4,223,222,27,4294935,32,0,127,127,1004,40,40,1004,232.0,1136.0,0,0,0,0,56000,9088000,8,0,0,1,0,8192,26883,0,0,0,0,0,0,1,DDoS attacks-LOIC-HTTP
57437,53,17,0.0,154,2,276,2,0,0,0,0,0,0,128,128,138,77,77,138,154.0,276.0,0,0,0,0,1232000,2208000,2,2,0,0,0,0,0,0,0,15058,1,60,0,0,Benign
52636,443,6,91.126,3838,32,12498,42,27,27,27,4294935,32,32,128,128,1470,40,40,1470,3838.0,12498.0,0,0,0,0,928000,3024000,51,9,7,1,6,8192,42780,0,0,0,0,0,0,0,Benign
52079,445,6,0.0,498,5,342,4,30,26,30,0,0,0,97,97,171,40,40,171,498.0,342.0,0,0,0,0,3984000,2736000,6,3,0,0,0,8192,8192,0,0,0,0,0,0,0,Benign
2680,3389,6,0.0,1460,8,1873,7,222,222,90,0,0,0,103,103,1213,40,40,1213,1460.0,1873.0,0,0,0,0,11680000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
59795,53,17,0.0,67,1,83,1,0,0,0,0,0,0,0,0,83,67,67,83,67.0,83.0,0,0,0,0,536000,664000,2,0,0,0,0,0,0,0,0,47617,1,60,0,0,Benign
55127,443,6,91.126,1941,21,4259,17,219,219,27,0,0,0,128,128,1470,40,40,1470,1941.0,4259.0,0,0,86,1,15528000,34072000,30,3,3,0,2,8192,42780,0,0,0,0,0,0,0,Benign
53440,53,17,5.126,71,1,130,1,0,0,0,0,0,0,0,0,130,71,71,130,71.0,130.0,0,0,0,0,568000,1040000,1,1,0,0,0,0,0,0,0,15254,1,60,0,0,Benign
53441,53,17,5.119,62,1,107,1,0,0,0,0,0,0,0,0,107,62,62,107,62.0,107.0,0,0,0,0,496000,856000,2,0,0,0,0,0,0,0,0,44208,1,60,0,0,Benign
64314,80,6,7.0,551,5,1147,5,219,219,27,4294963,4,4,127,127,975,40,40,975,551.0,1147.0,0,0,0,0,880000,1832000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
63114,445,6,0.0,656,7,875,7,31,27,30,0,0,0,94,94,449,40,40,449,656.0,875.0,0,0,0,0,5248000,7000000,10,3,1,0,0,8192,8192,0,0,0,0,0,0,0,Benign
63019,53,17,0.0,59,1,75,1,0,0,0,0,0,0,128,128,75,59,59,75,118.0,75.0,0,0,0,0,944000,600000,3,0,0,0,0,0,0,0,0,7187,1,59,0,0,Benign
63274,53,17,0.0,56,1,116,1,0,0,0,0,0,0,0,0,116,56,56,116,56.0,116.0,0,0,0,0,448000,928000,2,0,0,0,0,0,0,0,0,39810,28,60,0,0,Benign
14169,23,6,77.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,14600,0,0,0,0,0,0,0,0,Benign
57032,53,17,0.0,58,1,74,1,0,0,0,0,0,0,0,0,74,58,58,74,58.0,74.0,0,0,0,0,464000,592000,2,0,0,0,0,0,0,0,0,29723,1,60,0,0,Benign
60052,80,6,7.178,554,5,1147,5,219,219,27,4294961,6,6,127,127,975,40,40,975,554.0,1147.0,0,0,0,0,632000,1304000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
53903,53,17,0.0,61,1,125,1,0,0,0,0,0,0,0,0,125,61,61,125,61.0,125.0,0,0,0,0,488000,1000000,2,0,0,0,0,0,0,0,0,21343,1,60,0,0,Benign
61549,5355,17,0.0,140,2,0,0,0,0,0,0,0,0,1,1,70,70,0,70,140.0,0.0,0,0,0,0,1120000,0,2,0,0,0,0,0,0,0,0,16173,28,0,0,0,Benign
52548,53,17,0.0,68,1,84,1,0,0,0,0,0,0,0,0,84,68,68,84,68.0,84.0,0,0,0,0,544000,672000,2,0,0,0,0,0,0,0,0,22215,1,60,0,0,Benign
53125,53,17,0.0,63,1,127,1,0,0,0,0,0,0,0,0,127,63,63,127,63.0,127.0,0,0,0,0,504000,1016000,2,0,0,0,0,0,0,0,0,63708,1,60,0,0,Benign
64768,53,17,0.0,60,1,76,1,0,0,0,0,0,0,128,128,76,60,60,76,120.0,152.0,0,0,0,0,960000,912000,4,0,0,0,0,0,0,0,0,12993,1,60,0,0,Benign
54833,443,6,91.0,152,3,0,0,194,194,0,0,0,0,128,128,52,48,0,52,152.0,0.0,0,0,0,0,1216000,0,3,0,0,0,0,8192,0,0,0,0,0,0,0,0,Benign
50638,3389,6,0.0,1476,8,1873,7,222,222,90,0,0,0,96,96,1213,40,40,1213,1476.0,1873.0,0,0,0,0,11808000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
61174,53,17,0.0,72,1,88,1,0,0,0,0,0,0,128,128,88,72,72,88,144.0,88.0,0,0,0,0,1152000,704000,3,0,0,0,0,0,0,0,0,24577,1,20,0,0,Benign
53136,443,6,0.0,2089,21,4536,21,219,219,27,0,0,0,128,128,1500,40,40,1500,2089.0,4536.0,451,11,0,0,16712000,36288000,35,2,1,2,2,64240,65535,49920,195,0,0,0,0,0,Benign
50556,53,17,0.0,89,1,105,1,0,0,0,0,0,0,0,0,105,89,89,105,89.0,105.0,0,0,0,0,712000,840000,2,0,0,0,0,0,0,0,0,17359,1,29,0,0,Benign
63572,53,17,5.212,79,1,189,1,0,0,0,0,0,0,0,0,189,79,79,189,79.0,189.0,0,0,0,0,632000,1512000,1,1,0,0,0,0,0,0,0,64591,1,60,0,0,Benign
53957,5355,17,0.0,140,2,0,0,0,0,0,0,0,0,1,1,70,70,0,70,140.0,0.0,0,0,0,0,1120000,0,2,0,0,0,0,0,0,0,0,8658,1,0,0,0,Benign
64490,3389,6,0.0,1480,8,1873,7,222,222,90,0,0,0,99,99,1213,40,40,1213,1480.0,1873.0,0,0,0,0,11840000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
50943,80,6,7.0,484,5,1147,5,219,219,27,4294964,3,3,127,127,975,40,40,975,484.0,1147.0,0,0,0,0,968000,2288000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
55976,53,17,0.0,59,1,240,1,0,0,0,0,0,0,0,0,240,59,59,240,59.0,240.0,0,0,0,0,472000,1920000,1,1,0,0,0,0,0,0,0,4384,1,60,0,0,Benign
63012,3389,6,0.0,1476,8,1873,7,222,222,90,0,0,0,100,100,1213,40,40,1213,1476.0,1873.0,0,0,0,0,11808000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
59838,53,17,0.0,67,1,99,1,0,0,0,0,0,0,0,0,99,67,67,99,67.0,99.0,0,0,0,0,536000,792000,2,0,0,0,0,0,0,0,0,58648,1,60,0,0,Benign
62549,8080,6,131.7,538,5,341,5,219,219,27,0,0,0,128,128,366,40,40,366,538.0,341.0,0,0,0,0,4304000,2728000,8,1,1,0,0,8192,26883,0,0,0,0,0,0,1,Bot
56678,80,6,7.0,478,5,1147,5,219,219,27,4294724,243,243,127,127,975,40,40,975,478.0,1147.0,0,0,0,0,8000,32000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
57896,1098,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
63796,3389,6,0.0,1364,8,1721,7,30,30,26,0,0,0,100,100,1189,40,40,1189,1364.0,1721.0,0,0,0,0,10912000,13768000,10,3,0,1,1,64240,64000,0,0,0,0,0,0,0,Benign
46859,2736,6,0.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,Benign
16235,3389,6,0.0,1460,8,1913,8,222,222,90,0,0,0,102,102,1213,40,40,1213,1460.0,1913.0,0,0,0,0,11680000,15304000,11,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
58654,80,6,7.0,3516,28,6015,25,27,27,27,4294701,266,219,63,63,987,52,52,987,3516.0,6015.0,353,1,0,0,104000,216000,42,0,6,5,0,26883,26847,24832,97,0,0,0,0,1,DoS attacks-Hulk
57992,80,6,7.178,500,5,1147,5,219,219,27,4294937,29,29,127,127,975,40,40,975,500.0,1147.0,0,0,0,0,128000,304000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,1,DDOS attack-HOIC
41499,3389,6,0.0,1476,8,1873,7,222,222,90,0,0,0,100,100,1213,40,40,1213,1476.0,1873.0,0,0,0,0,11808000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0,0,Benign
28849,445,6,0.0,1285,9,1048,4,30,30,26,0,0,0,103,103,679,40,40,679,1285.0,1048.0,0,0,0,0,10280000,8384000,8,2,2,1,0,8192,8192,0,0,0,0,0,0,0,Benign
